Created: 11-01-2025  01:00:11
VNA version 546B
"transformer open"
Z0, 50
Freq(MHz),SWR,Rs,Xs,Zmag,Phase(deg),Rho,ReturnLoss,%ReflectedPower
 0.032654,  999,  0.004972,  5.890329,  5.890332,  89.951791,  0.998000,  0.017389,  99.600400
 0.032987,  999,  0.004982,  5.970211,  5.970213,  89.952349,  0.998000,  0.017389,  99.600400
 0.033320,  999,  0.004977,  6.004034,  6.004036,  89.952661,  0.998000,  0.017389,  99.600400
 0.033653,  999,  0.004976,  6.074766,  6.074768,  89.953222,  0.998000,  0.017389,  99.600400
 0.033986,  999,  0.004970,  6.140515,  6.140517,  89.953786,  0.998000,  0.017389,  99.600400
 0.034320,  999,  0.004971,  6.217367,  6.217369,  89.954344,  0.998000,  0.017389,  99.600400
 0.034653,  999,  0.004973,  6.277527,  6.277529,  89.954768,  0.998000,  0.017389,  99.600400
 0.034986,  999,  0.004975,  6.323471,  6.323473,  89.955083,  0.998000,  0.017389,  99.600400
 0.035319,  999,  0.004970,  6.394568,  6.394570,  89.955623,  0.998000,  0.017389,  99.600400
 0.035652,  999,  0.004978,  6.497687,  6.497689,  89.956266,  0.998000,  0.017389,  99.600400
 0.035986,  999,  0.004980,  6.530991,  6.530993,  89.956465,  0.998000,  0.017389,  99.600400
 0.036319,  999,  0.004977,  6.575065,  6.575067,  89.956787,  0.998000,  0.017389,  99.600400
 0.036652,  999,  0.004972,  6.657690,  6.657691,  89.957373,  0.998000,  0.017389,  99.600400
 0.036985,  999,  0.004974,  6.715487,  6.715489,  89.957722,  0.998000,  0.017389,  99.600400
 0.037318,  999,  0.004971,  6.767099,  6.767101,  89.958070,  0.998000,  0.017389,  99.600400
 0.037651,  999,  0.004991,  6.817595,  6.817597,  89.958212,  0.998000,  0.017389,  99.600400
 0.037985,  999,  0.004975,  6.903585,  6.903587,  89.958870,  0.998000,  0.017389,  99.600400
 0.038318,  999,  0.004974,  6.957835,  6.957837,  89.959199,  0.998000,  0.017389,  99.600400
 0.038651,  999,  0.004978,  7.022711,  7.022713,  89.959543,  0.998000,  0.017389,  99.600400
 0.038984,  999,  0.004976,  7.092759,  7.092761,  89.959960,  0.998000,  0.017389,  99.600400
 0.039317,  999,  0.004973,  7.143563,  7.143564,  89.960269,  0.998000,  0.017389,  99.600400
 0.039650,  999,  0.004973,  7.211693,  7.211695,  89.960647,  0.998000,  0.017389,  99.600400
 0.039984,  999,  0.004980,  7.274046,  7.274048,  89.960934,  0.998000,  0.017389,  99.600400
 0.040317,  999,  0.004973,  7.329143,  7.329145,  89.961278,  0.998000,  0.017389,  99.600400
 0.040650,  999,  0.004973,  7.399397,  7.399399,  89.961649,  0.998000,  0.017389,  99.600400
 0.040983,  999,  0.004980,  7.456287,  7.456289,  89.961891,  0.998000,  0.017389,  99.600400
 0.041316,  999,  0.004973,  7.512803,  7.512804,  89.962232,  0.998000,  0.017389,  99.600400
 0.041650,  999,  0.004970,  7.584699,  7.584701,  89.962612,  0.998000,  0.017389,  99.600400
 0.041983,  999,  0.004977,  7.641921,  7.641923,  89.962845,  0.998000,  0.017389,  99.600400
 0.042316,  999,  0.004975,  7.700307,  7.700309,  89.963137,  0.998000,  0.017389,  99.600400
 0.042649,  999,  0.004980,  7.758703,  7.758705,  89.963384,  0.998000,  0.017389,  99.600400
 0.042982,  999,  0.004974,  7.830849,  7.830851,  89.963766,  0.998000,  0.017389,  99.600400
 0.043315,  999,  0.004977,  7.907396,  7.907398,  89.964098,  0.998000,  0.017389,  99.600400
 0.043649,  999,  0.004974,  7.962024,  7.962025,  89.964361,  0.998000,  0.017389,  99.600400
 0.043982,  999,  0.004971,  8.010287,  8.010289,  89.964601,  0.998000,  0.017389,  99.600400
 0.044315,  999,  0.004971,  8.095529,  8.095530,  89.964973,  0.998000,  0.017389,  99.600400
 0.044648,  999,  0.004975,  8.142237,  8.142238,  89.965151,  0.998000,  0.017389,  99.600400
 0.044981,  999,  0.004972,  8.203401,  8.203402,  89.965431,  0.998000,  0.017389,  99.600400
 0.045315,  999,  0.004977,  8.271854,  8.271856,  89.965687,  0.998000,  0.017389,  99.600400
 0.045648,  999,  0.004972,  8.317960,  8.317962,  89.965909,  0.998000,  0.017389,  99.600400
 0.045981,  999,  0.004982,  8.392142,  8.392143,  89.966146,  0.998000,  0.017389,  99.600400
 0.046314,  999,  0.004970,  8.444992,  8.444993,  89.966440,  0.998000,  0.017389,  99.600400
 0.046647,  999,  0.004974,  8.527899,  8.527901,  89.966737,  0.998000,  0.017389,  99.600400
 0.046980,  999,  0.004974,  8.559762,  8.559763,  89.966864,  0.998000,  0.017389,  99.600400
 0.047314,  999,  0.004970,  8.653507,  8.653508,  89.967251,  0.998000,  0.017389,  99.600400
 0.047647,  999,  0.004974,  8.719468,  8.719469,  89.967472,  0.998000,  0.017389,  99.600400
 0.047980,  999,  0.004974,  8.760504,  8.760505,  89.967627,  0.998000,  0.017389,  99.600400
 0.048313,  999,  0.004979,  8.815961,  8.815962,  89.967796,  0.998000,  0.017389,  99.600400
 0.048646,  999,  0.004977,  8.883892,  8.883894,  89.968060,  0.998000,  0.017389,  99.600400
 0.048979,  999,  0.004977,  8.955559,  8.955561,  89.968313,  0.998000,  0.017389,  99.600400
 0.049313,  999,  0.004975,  9.020237,  9.020239,  89.968556,  0.998000,  0.017389,  99.600400
 0.049646,  999,  0.004973,  9.079556,  9.079558,  89.968779,  0.998000,  0.017389,  99.600400
 0.049979,  999,  0.004977,  9.152172,  9.152174,  89.969002,  0.998000,  0.017389,  99.600400
 0.050312,  999,  0.004976,  9.205170,  9.205171,  89.969184,  0.998000,  0.017389,  99.600400
 0.050645,  999,  0.004973,  9.271701,  9.271703,  89.969428,  0.998000,  0.017389,  99.600400
 0.050979,  999,  0.004969,  9.326295,  9.326296,  89.969628,  0.998000,  0.017389,  99.600400
 0.051312,  999,  0.004974,  9.395994,  9.395996,  89.969825,  0.998000,  0.017389,  99.600400
 0.051645,  999,  0.004975,  9.453359,  9.453361,  89.970005,  0.998000,  0.017389,  99.600400
 0.051978,  999,  0.004974,  9.509446,  9.509448,  89.970190,  0.998000,  0.017389,  99.600400
 0.052311,  999,  0.004974,  9.578298,  9.578299,  89.970402,  0.998000,  0.017389,  99.600400
 0.052644,  999,  0.004976,  9.639978,  9.639979,  89.970584,  0.998000,  0.017389,  99.600400
 0.052978,  999,  0.004973,  9.701845,  9.701846,  89.970790,  0.998000,  0.017389,  99.600400
 0.053311,  999,  0.004975,  9.771407,  9.771408,  89.970988,  0.998000,  0.017389,  99.600400
 0.053644,  999,  0.004976,  9.823544,  9.823545,  89.971136,  0.998000,  0.017389,  99.600400
 0.053977,  999,  0.004974,  9.892946,  9.892947,  89.971348,  0.998000,  0.017389,  99.600400
 0.054310,  999,  0.004973,  9.944485,  9.944486,  89.971508,  0.998000,  0.017389,  99.600400
 0.054643,  999,  0.004974,  10.019166,  10.019167,  89.971713,  0.998000,  0.017389,  99.600400
 0.054977,  999,  0.004974,  10.068236,  10.068237,  89.971850,  0.998000,  0.017389,  99.600400
 0.055310,  999,  0.004979,  10.133471,  10.133473,  89.972007,  0.998000,  0.017389,  99.600400
 0.055643,  999,  0.004976,  10.203053,  10.203054,  89.972215,  0.998000,  0.017389,  99.600400
 0.055976,  999,  0.004977,  10.260880,  10.260881,  89.972369,  0.998000,  0.017389,  99.600400
 0.056309,  999,  0.004976,  10.317531,  10.317533,  89.972527,  0.998000,  0.017389,  99.600400
 0.056643,  999,  0.004975,  10.393040,  10.393041,  89.972734,  0.998000,  0.017389,  99.600400
 0.056976,  999,  0.004974,  10.442691,  10.442692,  89.972866,  0.998000,  0.017389,  99.600400
 0.057309,  999,  0.004978,  10.514818,  10.514819,  89.973035,  0.998000,  0.017389,  99.600400
 0.057642,  999,  0.004975,  10.573118,  10.573119,  89.973200,  0.998000,  0.017389,  99.600400
 0.057975,  999,  0.004975,  10.632583,  10.632585,  89.973351,  0.998000,  0.017389,  99.600400
 0.058308,  999,  0.004975,  10.698056,  10.698057,  89.973514,  0.998000,  0.017389,  99.600400
 0.058642,  999,  0.004976,  10.756423,  10.756424,  89.973650,  0.998000,  0.017389,  99.600400
 0.058975,  999,  0.004976,  10.817825,  10.817826,  89.973801,  0.998000,  0.017389,  99.600400
 0.059308,  999,  0.004978,  10.885029,  10.885030,  89.973952,  0.998000,  0.017389,  99.600400
 0.059641,  999,  0.004975,  10.936742,  10.936744,  89.974093,  0.998000,  0.017389,  99.600400
 0.059974,  999,  0.004973,  11.005689,  11.005690,  89.974266,  0.998000,  0.017389,  99.600400
 0.060308,  999,  0.004978,  11.068633,  11.068635,  89.974390,  0.998000,  0.017389,  99.600400
 0.060641,  999,  0.004976,  11.134550,  11.134551,  89.974551,  0.998000,  0.017389,  99.600400
 0.060974,  999,  0.004976,  11.193205,  11.193206,  89.974687,  0.998000,  0.017389,  99.600400
 0.061307,  999,  0.004976,  11.251970,  11.251971,  89.974821,  0.998000,  0.017389,  99.600400
 0.061640,  999,  0.004977,  11.316520,  11.316521,  89.974957,  0.998000,  0.017389,  99.600400
 0.061973,  999,  0.004974,  11.378140,  11.378141,  89.975109,  0.998000,  0.017389,  99.600400
 0.062307,  999,  0.004977,  11.438235,  11.438236,  89.975229,  0.998000,  0.017389,  99.600400
 0.062640,  999,  0.004975,  11.504470,  11.504471,  89.975382,  0.998000,  0.017389,  99.600400
 0.062973,  999,  0.004999,  11.558192,  11.558193,  89.975376,  0.998000,  0.017389,  99.600400
 0.063306,  999,  0.004976,  11.622969,  11.622970,  89.975628,  0.998000,  0.017389,  99.600400
 0.063639,  999,  0.004978,  11.684236,  11.684237,  89.975747,  0.998000,  0.017389,  99.600400
 0.063972,  999,  0.004975,  11.754952,  11.754953,  89.975906,  0.998000,  0.017389,  99.600400
 0.064306,  999,  0.004977,  11.816132,  11.816133,  89.976026,  0.998000,  0.017389,  99.600400
 0.064639,  999,  0.004977,  11.877540,  11.877541,  89.976151,  0.998000,  0.017389,  99.600400
 0.064972,  999,  0.004975,  11.943377,  11.943378,  89.976292,  0.998000,  0.017389,  99.600400
 0.065305,  999,  0.004976,  12.016690,  12.016691,  89.976431,  0.998000,  0.017389,  99.600400
 0.065638,  999,  0.004978,  12.072203,  12.072204,  89.976532,  0.998000,  0.017389,  99.600400
 0.065972,  999,  0.004985,  12.095341,  12.095342,  89.976542,  0.998000,  0.017389,  99.600400
 0.066305,  999,  0.004978,  12.193564,  12.193565,  89.976768,  0.998000,  0.017389,  99.600400
 0.066638,  999,  0.004982,  12.261312,  12.261313,  89.976879,  0.998000,  0.017389,  99.600400
 0.066971,  999,  0.004977,  12.297952,  12.297953,  89.976970,  0.998000,  0.017389,  99.600400
 0.067304,  999,  0.004984,  12.373213,  12.373214,  89.977076,  0.998000,  0.017389,  99.600400
 0.067637,  999,  0.004977,  12.438227,  12.438228,  89.977233,  0.998000,  0.017389,  99.600400
 0.067971,  999,  0.004973,  12.495304,  12.495305,  89.977356,  0.998000,  0.017389,  99.600400
 0.068304,  999,  0.004977,  12.563261,  12.563262,  89.977462,  0.998000,  0.017389,  99.600400
 0.068637,  999,  0.004979,  12.621268,  12.621269,  89.977556,  0.998000,  0.017389,  99.600400
 0.068970,  999,  0.004974,  12.672415,  12.672416,  89.977671,  0.998000,  0.017389,  99.600400
 0.069303,  999,  0.004981,  12.746670,  12.746671,  89.977766,  0.998000,  0.017389,  99.600400
 0.069636,  999,  0.004989,  12.803509,  12.803510,  89.977833,  0.998000,  0.017389,  99.600400
 0.069970,  999,  0.004976,  12.854461,  12.854462,  89.977978,  0.998000,  0.017389,  99.600400
 0.070303,  999,  0.004978,  12.942595,  12.942596,  89.978120,  0.998000,  0.017389,  99.600400
 0.070636,  999,  0.004974,  13.002901,  13.002902,  89.978242,  0.998000,  0.017389,  99.600400
 0.070969,  999,  0.004979,  13.056140,  13.056141,  89.978306,  0.998000,  0.017389,  99.600400
 0.071302,  999,  0.004972,  13.136881,  13.136882,  89.978475,  0.998000,  0.017389,  99.600400
 0.071636,  999,  0.004978,  13.172716,  13.172717,  89.978506,  0.998000,  0.017389,  99.600400
 0.071969,  999,  0.004975,  13.258549,  13.258550,  89.978657,  0.998000,  0.017389,  99.600400
 0.072302,  999,  0.004975,  13.306167,  13.306168,  89.978736,  0.998000,  0.017389,  99.600400
 0.072635,  999,  0.004981,  13.375863,  13.375864,  89.978821,  0.998000,  0.017389,  99.600400
 0.072968,  999,  0.004977,  13.429562,  13.429563,  89.978923,  0.998000,  0.017389,  99.600400
 0.073301,  999,  0.004979,  13.499979,  13.499979,  89.979028,  0.998000,  0.017389,  99.600400
 0.073635,  999,  0.004979,  13.558479,  13.558480,  89.979116,  0.998000,  0.017389,  99.600400
 0.073968,  999,  0.004978,  13.613108,  13.613109,  89.979205,  0.998000,  0.017389,  99.600400
 0.074301,  999,  0.004979,  13.677719,  13.677720,  89.979302,  0.998000,  0.017389,  99.600400
 0.074634,  999,  0.004981,  13.735642,  13.735643,  89.979382,  0.998000,  0.017389,  99.600400
 0.074967,  999,  0.004982,  13.797062,  13.797063,  89.979471,  0.998000,  0.017389,  99.600400
 0.075301,  999,  0.004978,  13.867858,  13.867859,  89.979592,  0.998000,  0.017389,  99.600400
 0.075634,  999,  0.004980,  13.924875,  13.924876,  89.979667,  0.998000,  0.017389,  99.600400
 0.075967,  999,  0.004979,  13.984921,  13.984922,  89.979759,  0.998000,  0.017389,  99.600400
 0.076300,  999,  0.004980,  14.047188,  14.047189,  89.979847,  0.998000,  0.017389,  99.600400
 0.076633,  999,  0.004979,  14.111915,  14.111916,  89.979943,  0.998000,  0.017389,  99.600400
 0.076966,  999,  0.004982,  14.168028,  14.168029,  89.980009,  0.998000,  0.017389,  99.600400
 0.077300,  999,  0.004982,  14.232554,  14.232555,  89.980101,  0.998000,  0.017389,  99.600400
 0.077633,  999,  0.004980,  14.295445,  14.295446,  89.980200,  0.998000,  0.017389,  99.600400
 0.077966,  999,  0.004980,  14.356730,  14.356731,  89.980282,  0.998000,  0.017389,  99.600400
 0.078299,  999,  0.004981,  14.423745,  14.423746,  89.980372,  0.998000,  0.017389,  99.600400
 0.078632,  999,  0.004982,  14.473674,  14.473675,  89.980436,  0.998000,  0.017389,  99.600400
 0.078965,  999,  0.004982,  14.543731,  14.543732,  89.980532,  0.998000,  0.017389,  99.600400
 0.079299,  999,  0.004980,  14.598989,  14.598990,  89.980612,  0.998000,  0.017389,  99.600400
 0.079632,  999,  0.004984,  14.668210,  14.668210,  89.980690,  0.998000,  0.017389,  99.600400
 0.079965,  999,  0.004985,  14.725346,  14.725347,  89.980760,  0.998000,  0.017389,  99.600400
 0.080298,  999,  0.004984,  14.786616,  14.786617,  89.980845,  0.998000,  0.017389,  99.600400
 0.080631,  999,  0.004978,  14.823572,  14.823573,  89.980916,  0.998000,  0.017389,  99.600400
 0.080965,  999,  0.004977,  14.887888,  14.887889,  89.981002,  0.998000,  0.017389,  99.600400
 0.081298,  999,  0.004978,  14.958823,  14.958824,  89.981093,  0.998000,  0.017389,  99.600400
 0.081631,  999,  0.004977,  15.022319,  15.022320,  89.981174,  0.998000,  0.017389,  99.600400
 0.081964,  999,  0.004975,  15.081897,  15.081898,  89.981258,  0.998000,  0.017389,  99.600400
 0.082297,  999,  0.004976,  15.144686,  15.144687,  89.981333,  0.998000,  0.017389,  99.600400
 0.082630,  999,  0.004977,  15.212629,  15.212630,  89.981413,  0.998000,  0.017389,  99.600400
 0.082964,  999,  0.004976,  15.272382,  15.272383,  89.981491,  0.998000,  0.017389,  99.600400
 0.083297,  999,  0.004977,  15.343724,  15.343725,  89.981573,  0.998000,  0.017389,  99.600400
 0.083630,  999,  0.004977,  15.402325,  15.402325,  89.981643,  0.998000,  0.017389,  99.600400
 0.083963,  999,  0.004977,  15.464160,  15.464160,  89.981719,  0.998000,  0.017389,  99.600400
 0.084296,  999,  0.004977,  15.528534,  15.528535,  89.981795,  0.998000,  0.017389,  99.600400
 0.084629,  999,  0.004977,  15.590477,  15.590478,  89.981866,  0.998000,  0.017389,  99.600400
 0.084963,  999,  0.004979,  15.659959,  15.659960,  89.981941,  0.998000,  0.017389,  99.600400
 0.085296,  999,  0.004977,  15.716223,  15.716224,  89.982012,  0.998000,  0.017389,  99.600400
 0.085629,  999,  0.004980,  15.785669,  15.785670,  89.982084,  0.998000,  0.017389,  99.600400
 0.085962,  999,  0.004979,  15.842960,  15.842960,  89.982150,  0.998000,  0.017389,  99.600400
 0.086295,  999,  0.004979,  15.904864,  15.904865,  89.982221,  0.998000,  0.017389,  99.600400
 0.086629,  999,  0.004980,  15.967481,  15.967482,  89.982287,  0.998000,  0.017389,  99.600400
 0.086962,  999,  0.004980,  16.031838,  16.031839,  89.982362,  0.998000,  0.017389,  99.600400
 0.087295,  999,  0.004980,  16.085519,  16.085519,  89.982418,  0.998000,  0.017389,  99.600400
 0.087628,  999,  0.004979,  16.142693,  16.142694,  89.982485,  0.998000,  0.017389,  99.600400
 0.087961,  999,  0.004980,  16.210531,  16.210532,  89.982554,  0.998000,  0.017389,  99.600400
 0.088294,  999,  0.004981,  16.281925,  16.281926,  89.982630,  0.998000,  0.017389,  99.600400
 0.088628,  999,  0.004976,  16.337531,  16.337532,  89.982709,  0.998000,  0.017389,  99.600400
 0.088961,  999,  0.004980,  16.412879,  16.412880,  89.982772,  0.998000,  0.017389,  99.600400
 0.089294,  999,  0.004978,  16.451417,  16.451417,  89.982820,  0.998000,  0.017389,  99.600400
 0.089627,  999,  0.004984,  16.528031,  16.528032,  89.982879,  0.998000,  0.017389,  99.600400
 0.089960,  999,  0.004979,  16.566991,  16.566992,  89.982937,  0.998000,  0.017389,  99.600400
 0.090294,  999,  0.004976,  16.636482,  16.636483,  89.983019,  0.998000,  0.017389,  99.600400
 0.090627,  999,  0.004987,  16.724383,  16.724384,  89.983071,  0.998000,  0.017389,  99.600400
 0.090960,  999,  0.004984,  16.778662,  16.778663,  89.983138,  0.998000,  0.017389,  99.600400
 0.091293,  999,  0.004983,  16.840945,  16.840946,  89.983205,  0.998000,  0.017389,  99.600400
 0.091626,  999,  0.004974,  16.890450,  16.890451,  89.983284,  0.998000,  0.017389,  99.600400
 0.091959,  999,  0.004983,  16.970845,  16.970846,  89.983336,  0.998000,  0.017389,  99.600400
 0.092293,  999,  0.004980,  17.030938,  17.030938,  89.983402,  0.998000,  0.017389,  99.600400
 0.092626,  999,  0.004978,  17.079924,  17.079924,  89.983458,  0.998000,  0.017389,  99.600400
 0.092959,  999,  0.004976,  17.129745,  17.129745,  89.983512,  0.998000,  0.017389,  99.600400
 0.093292,  999,  0.004977,  17.202394,  17.202395,  89.983579,  0.998000,  0.017389,  99.600400
 0.093625,  999,  0.004984,  17.277445,  17.277446,  89.983630,  0.998000,  0.017389,  99.600400
 0.093958,  999,  0.004983,  17.328753,  17.328754,  89.983683,  0.998000,  0.017389,  99.600400
 0.094292,  999,  0.004975,  17.391301,  17.391301,  89.983767,  0.998000,  0.017389,  99.600400
 0.094625,  999,  0.004981,  17.447992,  17.447992,  89.983802,  0.998000,  0.017389,  99.600400
